building,format,model,seed,climate,param_id,true_name,value,ref_value,gso_pct,range_lo,range_hi,range_width,dist_to_midpoint_pct,dist_to_lobo_median_pct,dist_to_reference_pct,midpoint_sticky
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.42,0.378,11.111111111111107,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,33.227848101265806,True
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,7.5,6.664,12.545018007202884,2.461071,10.699929,8.238857999999999,11.160527344930577,3.362116448663154,10.147037368528508,True
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,5.0,8.158,38.71046825202255,0.246143,43.315857,43.069714000000005,38.962413356169485,19.10623321065006,7.332298514914679,False
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,25.0,18.579,34.560525324290865,2.682357,56.020643,53.338286,8.15830489941128,13.406880003605664,12.038257097350296,True
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.0025,0.000432,478.7037037037037,0.0,0.00716,0.00716,15.083798882681561,19.86033519553073,28.88268156424581,False
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,4.5,3.399,32.3918799646955,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,29.008586119931667,True
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,20.0,20.53,2.5815879201169074,18.088571,21.311429,3.2228579999999987,9.308508162630723,31.028360542102707,16.44503108731447,True
OfficeMedium,F3,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691,22.740714,26.249286,3.508572000000001,14.108303891155744,12.82573081014154,47.02767963718568,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,2.5,2.0612,21.288569765185333,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.27692041827928,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.4,0.378,5.820105820105825,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,17.405063291139257,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,5.0,6.664,24.969987995198075,2.461071,10.699929,8.238857999999999,19.183483924592462,26.981894820859885,20.19697390099453,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,10.0,8.158,22.579063495954898,0.246143,43.315857,43.069714000000005,27.35332767707721,7.497147531557788,4.276787164177595,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,15.0,18.579,19.26368480542548,2.682357,56.020643,53.338286,26.906563889210844,5.341378986193895,6.710001892449265,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.004,0.000432,825.925925925926,0.0,0.00716,0.00716,5.8659217877095005,40.81005586592179,49.832402234636874,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,4.5,3.399,32.3918799646955,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,29.008586119931667,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,20.5,20.53,0.14612761811983016,18.088571,21.311429,3.2228579999999987,24.822688433682078,15.514180271051353,0.9308508162631164,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.5,25.65,4.483430799220268,22.740714,26.249286,3.508572000000001,0.14250812011265562,1.42508120112686,32.776867625917276,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,2.5,2.0612,21.288569765185333,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.27692041827928,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.4,0.378,5.820105820105825,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,17.405063291139257,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,4.0,6.664,39.97599039615846,2.461071,10.699929,8.238857999999999,31.321088432401677,39.1194993286691,32.33457840880374,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,12.0,8.158,47.09487619514588,0.246143,43.315857,43.069714000000005,22.7096934054403,2.853513259920879,8.920421435814504,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,20.0,18.579,7.648420259432689,2.682357,56.020643,53.338286,17.53243439431106,4.0327505087058855,2.6641276024505163,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.004,0.000432,825.925925925926,0.0,0.00716,0.00716,5.8659217877095005,40.81005586592179,49.832402234636874,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,4.5,3.399,32.3918799646955,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,29.008586119931667,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,20.5,20.53,0.14612761811983016,18.088571,21.311429,3.2228579999999987,24.822688433682078,15.514180271051353,0.9308508162631164,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.5,25.65,4.483430799220268,22.740714,26.249286,3.508572000000001,0.14250812011265562,1.42508120112686,32.776867625917276,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,2.5,2.0612,21.288569765185333,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.27692041827928,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.42,0.378,11.111111111111107,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,33.227848101265806,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,5.0,6.664,24.969987995198075,2.461071,10.699929,8.238857999999999,19.183483924592462,26.981894820859885,20.19697390099453,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,5.0,8.158,38.71046825202255,0.246143,43.315857,43.069714000000005,38.962413356169485,19.10623321065006,7.332298514914679,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,15.0,18.579,19.26368480542548,2.682357,56.020643,53.338286,26.906563889210844,5.341378986193895,6.710001892449265,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.003,0.000432,594.4444444444445,0.0,0.00716,0.00716,8.100558659217874,26.843575418994416,35.865921787709496,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,4.0,3.399,17.68167107972933,3.111786,6.907214,3.795428,26.59779081568667,2.318579090421425,15.834841287991763,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,20.0,20.53,2.5815879201169074,18.088571,21.311429,3.2228579999999987,9.308508162630723,31.028360542102707,16.44503108731447,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.5,25.65,4.483430799220268,22.740714,26.249286,3.508572000000001,0.14250812011265562,1.42508120112686,32.776867625917276,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,2.5,2.0612,21.288569765185333,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.27692041827928,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.4,0.378,5.820105820105825,0.3601,0.4865,0.1264,18.433544303797454,17.405063291139257,17.405063291139257,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,5.0,6.664,24.969987995198075,2.461071,10.699929,8.238857999999999,19.183483924592462,26.981894820859885,20.19697390099453,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,10.0,8.158,22.579063495954898,0.246143,43.315857,43.069714000000005,27.35332767707721,7.497147531557788,4.276787164177595,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,15.0,18.579,19.26368480542548,2.682357,56.020643,53.338286,26.906563889210844,5.341378986193895,6.710001892449265,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.004,0.000432,825.925925925926,0.0,0.00716,0.00716,5.8659217877095005,40.81005586592179,49.832402234636874,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,4.5,3.399,32.3918799646955,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,29.008586119931667,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,20.0,20.53,2.5815879201169074,18.088571,21.311429,3.2228579999999987,9.308508162630723,31.028360542102707,16.44503108731447,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0,25.65,6.432748538011691,22.740714,26.249286,3.508572000000001,14.108303891155744,12.82573081014154,47.02767963718568,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,2.5,2.0612,21.288569765185333,1.954957,3.563643,1.6086859999999998,16.118745361120823,25.86583087066091,27.27692041827928,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.42,0.378,11.111111111111107,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,33.227848101265806,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,4.0,6.664,39.97599039615846,2.461071,10.699929,8.238857999999999,31.321088432401677,39.1194993286691,32.33457840880374,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,5.0,8.158,38.71046825202255,0.246143,43.315857,43.069714000000005,38.962413356169485,19.10623321065006,7.332298514914679,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,20.0,18.579,7.648420259432689,2.682357,56.020643,53.338286,17.53243439431106,4.0327505087058855,2.6641276024505163,False
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.003,0.000432,594.4444444444445,0.0,0.00716,0.00716,8.100558659217874,26.843575418994416,35.865921787709496,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,4.5,3.399,32.3918799646955,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,29.008586119931667,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,20.0,20.53,2.5815879201169074,18.088571,21.311429,3.2228579999999987,9.308508162630723,31.028360542102707,16.44503108731447,True
OfficeMedium,F3,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.5,25.65,4.483430799220268,22.740714,26.249286,3.508572000000001,0.14250812011265562,1.42508120112686,32.776867625917276,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,2.4,2.1064,13.938473224458797,1.954957,3.563643,1.6086859999999998,22.33499887485813,20.70634045425894,18.250920316332717,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,1.2,7.554,84.11437648927719,2.461071,10.699929,8.238857999999999,65.30638105426748,70.81078469855896,77.12233904261976,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,2.0,13.961,85.67437862617291,0.246143,43.315857,43.069714000000005,45.92786476362484,23.13226412415926,27.77125476152453,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,40.0,10.007,299.72019586289605,2.682357,56.020643,53.338286,19.96408358528806,40.16064558204964,56.231653188105824,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.0018,0.001509,19.284294234592448,0.0,0.00716,0.00716,24.860335195530723,16.634078212290504,4.0642458100558665,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,4.2,3.768,11.464968152866254,3.111786,6.907214,3.795428,21.3282928829107,7.588077023197391,11.382115534796085,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,2.25,2.1064,6.817318647930126,1.954957,3.563643,1.6086859999999998,31.659379145464072,11.381960183652998,8.926540045726771,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,4.2,7.554,44.40031771247022,2.461071,10.699929,8.238857999999999,28.89356753083983,34.39797117513132,40.709525519192105,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,2.5,13.961,82.09297328271614,0.246143,43.315857,43.069714000000005,44.766956195715615,21.971355556250032,26.610346193615307,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,40.0,10.007,299.72019586289605,2.682357,56.020643,53.338286,19.96408358528806,40.16064558204964,56.231653188105824,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.0018,0.001509,19.284294234592448,0.0,0.00716,0.00716,24.860335195530723,16.634078212290504,4.0642458100558665,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,4.5,3.768,19.426751592356695,3.111786,6.907214,3.795428,13.424045983746764,15.49232392236133,19.286362433960026,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,2.4,2.1064,13.938473224458797,1.954957,3.563643,1.6086859999999998,22.33499887485813,20.70634045425894,18.250920316332717,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,6.5,7.554,13.952872650251525,2.461071,10.699929,8.238857999999999,0.9770771628786393,6.481480807170119,12.793035151230917,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,2.3,13.961,83.52553542009885,0.246143,43.315857,43.069714000000005,45.231319622879305,22.43571898341373,27.074709620779004,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,35.0,10.007,249.75517138003403,2.682357,56.020643,53.338286,10.589954090388279,30.786516087149856,46.85752369320605,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.0015,0.001509,0.5964214711729552,0.0,0.00716,0.00716,29.050279329608937,12.444134078212292,0.1256983240223449,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,4.2,3.768,11.464968152866254,3.111786,6.907214,3.795428,21.3282928829107,7.588077023197391,11.382115534796085,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,2.2,2.1064,4.44360045575391,1.954957,3.563643,1.6086859999999998,34.76750590233271,8.273833426784359,5.818413288858134,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,1.2,7.554,84.11437648927719,2.461071,10.699929,8.238857999999999,65.30638105426748,70.81078469855896,77.12233904261976,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,1.8,13.961,87.10694076355561,0.246143,43.315857,43.069714000000005,46.39222819078853,23.59662755132295,28.23561818868822,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,40.0,10.007,299.72019586289605,2.682357,56.020643,53.338286,19.96408358528806,40.16064558204964,56.231653188105824,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.0018,0.001509,19.284294234592448,0.0,0.00716,0.00716,24.860335195530723,16.634078212290504,4.0642458100558665,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,4.2,3.768,11.464968152866254,3.111786,6.907214,3.795428,21.3282928829107,7.588077023197391,11.382115534796085,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,20.0,21.0,4.761904761904762,18.088571,21.311429,3.2228579999999987,9.308508162630723,30.09750972583959,31.028360542102707,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,24.0,26.03,7.798693814829047,22.763571,25.906429,3.1428580000000004,10.659088002066934,14.318177913224181,64.59089147521144,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,2.25,2.1064,6.817318647930126,1.954957,3.563643,1.6086859999999998,31.659379145464072,11.381960183652998,8.926540045726771,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.42,0.3754,11.880660628662753,0.3601,0.4865,0.1264,2.6107594936709058,33.227848101265806,35.28481012658226,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,5.5,7.554,27.19089224252052,2.461071,10.699929,8.238857999999999,13.114681670687855,18.619085314979333,24.930639659040132,True
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,2.0,13.961,85.67437862617291,0.246143,43.315857,43.069714000000005,45.92786476362484,23.13226412415926,27.77125476152453,False
SchoolPrimary,F3,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,40.0,10.007,299.72019586289605,2.682357,56.020643,53.338286,19.96408358528806,40.16064558204964,56.231653188105824,False
