building,format,model,seed,climate,param_id,true_name,value
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.06
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,11.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,68.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,75.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,0.35
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.63
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,0.97
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,1.16
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,150.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.06
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,11.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,70.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,75.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,0.3
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.63
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,0.97
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,1.15
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,50.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.06
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,11.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,70.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,75.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,0.3
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.63
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,0.97
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,1.15
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,65.03
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.06
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,11.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,68.0
SchoolPrimary,F1,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,75.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,1.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,0.9
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,0.7
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,20.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.1
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,0.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.35
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,0.8
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,0.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,30.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,1.1
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.35
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,0.9
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,0.8
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,35.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.0005
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,0.9
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,0.7
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,20.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.0008
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,0.5
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.4
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,0.9
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,0.7
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,20.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,0.006
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0
SchoolPrimary,F1,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,0.35
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.63
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,1.2
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,4.4
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,300.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.06
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,11.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,68.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,75.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,0.35
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.63
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,1.1
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,4.4
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_5,occupancy_m2_person,300.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_6,outdoor_air,0.06
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_7,cooling_cop,11.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_8,heating_setpoint_C,72.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799868,5A,param_9,cooling_setpoint_C,75.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_1,window_u_value,0.3
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_2,window_shgc,0.63
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_3,lighting_W_m2,1.2
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_4,equipment_W_m2,5.5
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_5,occupancy_m2_person,300.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_6,outdoor_air,0.06
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_7,cooling_cop,11.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_8,heating_setpoint_C,68.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799869,5A,param_9,cooling_setpoint_C,75.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_1,window_u_value,0.35
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_2,window_shgc,0.63
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_3,lighting_W_m2,1.2
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_4,equipment_W_m2,5.5
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_5,occupancy_m2_person,300.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_6,outdoor_air,0.06
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_7,cooling_cop,11.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_8,heating_setpoint_C,68.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799870,5A,param_9,cooling_setpoint_C,75.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_1,window_u_value,0.35
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_2,window_shgc,0.63
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_3,lighting_W_m2,1.2
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_4,equipment_W_m2,4.4
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_5,occupancy_m2_person,300.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_6,outdoor_air,0.06
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_7,cooling_cop,11.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_8,heating_setpoint_C,70.0
RetailStripmall,F1,llama-3.3-70b-versatile,1542799871,5A,param_9,cooling_setpoint_C,75.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_1,window_u_value,0.6
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_2,window_shgc,0.35
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_3,lighting_W_m2,10.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_4,equipment_W_m2,21.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_5,occupancy_m2_person,30.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_6,outdoor_air,0.3
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_7,cooling_cop,3.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799867,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_1,window_u_value,2.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_2,window_shgc,0.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_3,lighting_W_m2,15.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_4,equipment_W_m2,10.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_5,occupancy_m2_person,30.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_6,outdoor_air,0.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_7,cooling_cop,3.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799868,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_1,window_u_value,0.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_2,window_shgc,0.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_3,lighting_W_m2,12.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_4,equipment_W_m2,10.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_5,occupancy_m2_person,30.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_6,outdoor_air,0.0005
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_7,cooling_cop,3.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799869,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_1,window_u_value,1.8
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_2,window_shgc,0.4
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_3,lighting_W_m2,0.9
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_4,equipment_W_m2,1.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_5,occupancy_m2_person,20.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_6,outdoor_air,0.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_7,cooling_cop,3.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799870,5A,param_9,cooling_setpoint_C,24.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_1,window_u_value,1.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_2,window_shgc,0.5
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_3,lighting_W_m2,10.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_4,equipment_W_m2,5.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_5,occupancy_m2_person,20.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_6,outdoor_air,1.8
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_7,cooling_cop,3.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_8,heating_setpoint_C,21.0
RetailStripmall,F1,openai/gpt-oss-120b,1542799871,5A,param_9,cooling_setpoint_C,24.0
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_1,window_u_value,0.3
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_2,window_shgc,0.63
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_3,lighting_W_m2,0.97
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_4,equipment_W_m2,4.99
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_5,occupancy_m2_person,240.0
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_6,outdoor_air,0.0012
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_7,cooling_cop,11.0
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_8,heating_setpoint_C,72.0
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799867,5A,param_9,cooling_setpoint_C,75.0
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799868,5A,param_1,window_u_value,0.3
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799868,5A,param_2,window_shgc,0.63
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799868,5A,param_3,lighting_W_m2,0.97
ApartmentMidRise,F1,llama-3.3-70b-versatile,1542799868,5A,param_4,equipment_W_m2,5.41
